Wall time,Step,Value
1756402074.9518285,19,0.32267627120018005
1756402105.051303,25,0.3480769097805023
1756402185.7003744,41,0.3354548215866089
1756402195.7659218,43,0.3399687111377716
1756402210.591472,46,0.3138774335384369
1756402265.550859,57,0.3605731129646301
1756402342.4923496,72,0.34622251987457275
1756402357.8388538,75,0.3610309958457947
1756402457.16773,95,0.3346306383609772
1756402497.614888,103,0.3494848906993866
1756402517.922689,107,0.3324977159500122
1756402618.773317,127,0.3045634925365448
1756402763.3511791,156,0.2857142984867096
1756402778.3196936,159,0.3343978822231293
1756402824.474101,168,0.3075549304485321
1756402879.0290143,179,0.33425670862197876
1756402903.3333025,184,0.35319748520851135
1756402913.2647448,186,0.3246833086013794
1756402938.441359,191,0.34014421701431274
1756403383.8381147,230,0.3436889350414276
1756403409.4185603,235,0.372645765542984
1756403484.7501843,250,0.35479623079299927
1756403514.41376,256,0.29150640964508057
1756403539.4568427,261,0.3402129113674164
1756403574.7620087,268,0.3211004137992859
1756403605.175616,274,0.3333333432674408
1756403700.1625986,293,0.30503663420677185
1756403779.3448713,309,0.3658119738101959
1756403789.6929455,311,0.3275984525680542
1756403830.5121088,319,0.3544490337371826
1756403889.8862705,331,0.3307425081729889
1756403936.4779603,340,0.3687728941440582
1756403976.586244,348,0.3179754316806793
1756404055.9411414,364,0.3662927448749542
1756404076.0282028,368,0.3437767028808594
1756404600.785818,422,0.31385454535484314
1756404605.6639087,423,0.31261447072029114
1756404690.8168743,440,0.3455128073692322
1756404705.8353114,443,0.312595397233963
1756404720.60245,446,0.32525181770324707
1756404795.947529,461,0.3420940041542053
1756404811.458989,464,0.3311965763568878
1756404816.6500022,465,0.3280181586742401
1756404867.3423424,475,0.3314102590084076
1756404953.6970663,492,0.30349892377853394
1756404963.5424087,494,0.37840354442596436
1756405068.6190257,515,0.3192689120769501
1756405152.6352842,532,0.34834402799606323
1756405177.5088115,537,0.37869733572006226
1756405313.733066,564,0.3302502930164337
1756405363.4363732,574,0.33177274465560913
1756405646.802965,580,0.3148389756679535
1756405682.134581,587,0.3252861797809601
1756405687.3163538,588,0.3405296206474304
1756405761.7152839,603,0.3589400053024292
1756405851.8288531,621,0.30679944157600403
1756405861.7725556,623,0.3429792523384094
1756405922.0462759,635,0.34627214074134827
1756405957.7816277,642,0.33993056416511536
1756405962.7749808,643,0.3290445804595947
1756405972.62589,645,0.36239317059516907
1756405987.4674182,648,0.3673076927661896
1756405997.8086288,650,0.31599894165992737
1756406058.4823704,662,0.28305479884147644
1756406109.3688169,672,0.33158576488494873
1756406194.2909973,689,0.29982829093933105
1756406325.3001318,715,0.32632020115852356
1756406345.0808377,719,0.3592338263988495
1756406364.6146972,723,0.34661170840263367
1756406369.5733678,724,0.3361110985279083
1756406404.4524806,731,0.4080509841442108
1756406449.277728,740,0.3253510296344757
1756406469.1000874,744,0.3799908459186554
1756406488.8132284,748,0.3679181933403015
1756406514.010073,753,0.3513621687889099
1756406534.0490456,757,0.3176167607307434
1756406580.0709152,766,0.32870879769325256
1756406600.8016124,770,0.3085470199584961
1756406607.2008164,772,0.3161458373069763
1756406877.9921136,774,0.34158653020858765
1756406913.1173267,781,0.34880951046943665
1756406937.7153802,786,0.3549412488937378
1756406947.9453554,788,0.3304220139980316
1756406973.493966,793,0.3342948853969574
1756406983.3605542,795,0.3156784176826477
1756407002.680384,799,0.3349626064300537
1756407022.23463,803,0.361981064081192
1756407052.3257778,809,0.35686811804771423
1756407057.606946,810,0.32444292306900024
1756407173.254012,833,0.2892628312110901
1756407193.149528,837,0.36623549461364746
1756407357.4912236,870,0.3290598392486572
1756407392.1657648,877,0.3237866163253784
1756407421.8199296,883,0.31485041975975037
1756407492.0990622,897,0.30879122018814087
1756407512.3464594,901,0.3344665765762329
1756407547.830285,908,0.34281134605407715
1756407557.5078552,910,0.3491414785385132
1756407587.6543074,916,0.2956997752189636
1756407597.8296218,918,0.34739774465560913
1756407670.0642662,932,0.3341231644153595
1756407675.0642889,933,0.29872938990592957
1756407725.586363,943,0.2954326868057251
1756407740.7184684,946,0.32675138115882874
1756407786.5832164,955,0.3692765533924103
1756407806.3938498,959,0.3678686022758484
1756407827.3406658,963,0.3196886479854584
1756408128.712733,972,0.31188568472862244
1756408133.743481,973,0.3386790156364441
1756408163.9818268,979,0.29374998807907104
1756408168.7696698,980,0.3510187864303589
1756408193.710072,985,0.35863858461380005
1756408283.8377154,1003,0.35395681858062744
1756408299.0968275,1006,0.3105769157409668
1756408344.3020816,1015,0.3200320601463318
1756408494.6516974,1045,0.3250686824321747
1756408560.1176686,1058,0.365201473236084
1756408589.8866012,1064,0.34000304341316223
1756408605.2833781,1067,0.3420405983924866
1756408615.3897922,1069,0.3291933834552765
1756408635.262818,1073,0.3405105173587799
1756408665.8991861,1079,0.3434714674949646
1756408691.305492,1084,0.36412546038627625
1756408741.0297966,1094,0.35651710629463196
1756408770.7180667,1100,0.37894153594970703
1756408795.8211799,1105,0.3359241485595703
1756408845.6045384,1115,0.3703640103340149
1756408870.4141028,1120,0.3264957368373871
1756409056.399961,1157,0.2943337857723236
1756409329.8338504,1161,0.3730769157409668
1756409334.8297389,1162,0.32649192214012146
1756409339.7977483,1163,0.34375
1756409430.4159453,1181,0.37590429186820984
1756409490.2536893,1193,0.37927350401878357
1756409495.165184,1194,0.3571886420249939
1756409526.0935714,1200,0.2944406270980835
1756409561.887451,1207,0.28679028153419495
1756409692.7635593,1233,0.365548700094223
1756409752.2582235,1245,0.3621794879436493
1756409806.8646219,1256,0.3243551552295685
1756409822.1025143,1259,0.36212608218193054
1756409838.064294,1262,0.29133471846580505
1756409938.5627928,1282,0.3302350342273712
1756409967.3370235,1288,0.37641942501068115
1756410002.9374497,1295,0.3907318413257599
1756410033.4263031,1301,0.36347299814224243
1756410113.1542664,1317,0.32843026518821716
1756410127.9649363,1320,0.4094551205635071
1756410183.7172463,1331,0.33060896396636963
1756410198.7186646,1334,0.378724068403244
1756410213.880598,1337,0.36919260025024414
1756410218.790279,1338,0.3417200744152069
1756410716.5769417,1386,0.3547390103340149
1756410731.7395601,1389,0.37299680709838867
1756410746.6710923,1392,0.3363285958766937
1756410751.6637988,1393,0.3393162488937378
1756410861.7275913,1415,0.3070245683193207
1756410922.5502782,1427,0.32683148980140686
1756410932.3959646,1429,0.3261599540710449
1756410953.1562164,1433,0.3195512890815735
1756410972.8986096,1437,0.35787928104400635
1756410992.0497537,1441,0.33081120252609253
1756411116.605693,1466,0.3473595976829529
1756411121.3933961,1467,0.3475160300731659
1756411177.9661162,1478,0.2834325432777405
1756411219.0526826,1486,0.3002365827560425
1756411238.7410135,1490,0.36279380321502686
1756411248.8368258,1492,0.4029151499271393
1756411333.3347778,1509,0.3723023533821106
1756411409.422747,1524,0.3594245910644531
